Subject,Emotion,Filename,Apex Frame
Person_2,anger,MYS_G000011_05022021_03_12_45641_45670_Sample_573_45240_25.0.mp4,12
Person_2,anger,MYS_G000011_05022021_03_24_13721_13740_Sample_167_13620_25.0.mp4,11
Person_2,anger,MYS_G000011_05022021_03_45_3593_3634_Sample_52_3540_25.0.mp4,24
Person_2,anger,MYS_G000011_05022021_05_19_419_469_Sample_127.mp4,20
Person_2,anger,MYS_G000011_05022021_05_2_837_853_Sample_104.mp4,7
Person_2,anger,MYS_G000011_05022021_05_44_487_540_Sample_155.mp4,32
Person_2,anger,MYS_G000011_05022021_05_51_618_705_Sample_163.mp4,43
Person_2,anger,MYS_G000011_05022021_05_52_953_1043_Sample_163.mp4,42
Person_2,anger,MYS_G000011_05022021_05_71_87_120_Sample_195.mp4,13
Person_2,anger,MYS_G000011_05022021_05_9_930_976_Sample_114.mp4,33
Person_2,anger,MYS_G000011_15022021_03_55_0_120_Sample_203.mp4,59
Person_2,anger,MYS_G000011_22012021_02_25_41524_41540_Sample_462_41520_25.0.mp4,6
Person_2,anger,MYS_G000011_26022021_04_77_140_160_Sample_223.mp4,10
Person_2,anger,MYS_G000011_28012021_02_23_274_292_Sample_145.mp4,9
Person_2,anger,MYS_G000011_28012021_02_3_242_300_Sample_244.mp4,29
Person_2,anger,MYS_G000011_28012021_02_5_9_120_Sample_110.mp4,56
Person_2,anger,MYS_G000011_28012021_02_6_104_271_Sample_252.mp4,83
Person_2,anger,MYS_G000011_28012021_02_8_160_177_Sample_117.mp4,12
Person_2,anger,MYS_G000011_28012021_04_4_46_70_Sample_15.mp4,13
Person_212,anger,MYS_G000029_26032021_01_4_17760_17800_Sample_106_17760_25.0.mp4,20
Person_216,anger,MYS_G000109_08052020_01_101_68689_68700_Sample_254_68460_25.0.mp4,11
Person_216,anger,MYS_G000109_08052020_01_102_70109_70172_Sample_257_70020_25.0.mp4,13
Person_216,anger,MYS_G000109_08052020_01_179_22899_22961_Sample_55_22800_25.0.mp4,17
Person_216,anger,MYS_G000109_08052020_01_184_9858_9898_Sample_7_9780_25.0.mp4,15
Person_216,anger,MYS_G000109_08052020_01_45_43442_43485_Sample_154_43140_25.0.mp4,18
Person_23,anger,MYS_G000011_05022021_03_15_4185_4228_Sample_57_4140_25.0.mp4,20
Person_23,anger,MYS_G000011_05022021_03_53_1561_1590_Sample_22_1560_25.0.mp4,5
Person_23,anger,MYS_G000011_05022021_03_82_6692_6720_Sample_84_6540_25.0.mp4,23
Person_23,anger,MYS_G000011_05022021_04_18_44367_44392_Sample_491_44340_25.0.mp4,12
Person_232,anger,MYS_G000096_04122021_01_8_21480_21604_Sample_147_21480_25.0.mp4,62
Person_243,anger,MYS_G000106_17072021_01_16_11949_12034_Sample_165_11940_25.0.mp4,42
Person_243,anger,MYS_G000106_17072021_01_28_15386_15428_Sample_219_15360_25.0.mp4,21
Person_243,anger,MYS_G000106_17072021_01_34_33660_33837_Sample_335_33660_25.0.mp4,88
Person_3,anger,MYS_G000010_02042021_04_105_50149_50228_Sample_631_50100_25.0.mp4,39
Person_3,anger,MYS_G000010_02042021_04_52_35044_35078_Sample_450_35040_25.0.mp4,17
Person_35,anger,MYS_G000115_02052021_36_36143_36240_Sample_160_36120_25.0.mp4,35
Person_35,anger,MYS_G000115_09052021_182_29199_29274_Sample_98_29160_25.0.mp4,37
Person_35,anger,MYS_G000115_09052021_44_53460_53484_Sample_181_53460_25.0.mp4,8
Person_35,anger,MYS_G000115_09052021_73_72057_72126_Sample_255_70740_25.0.mp4,12
Person_35,anger,MYS_G000115_09052021_86_80824_80933_Sample_285_80220_25.0.mp4,54
Person_38,anger,MYS_G000115_18072021_25_16615_16710_Sample_160_15600_25.0.mp4,45
Person_4,anger,MYS_G000010_02042021_01_181_54463_54783_Sample_664_54360_25.0.mp4,160
Person_4,anger,MYS_G000010_02042021_01_76_29292_29413_Sample_333_29280_25.0.mp4,60
Person_4,anger,MYS_G000010_06082021_03_48_666_891_Sample_8_660_25.0.mp4,112
Person_4,anger,MYS_G000010_16072021_01_118_36540_36657_Sample_419_36540_25.0.mp4,58
Person_4,anger,MYS_G000010_16072021_01_308_69404_69573_Sample_790_69360_25.0.mp4,80
Person_4,anger,MYS_G000010_16072021_02_199_54420_54597_Sample_670_54420_25.0.mp4,88
Person_4,anger,MYS_G000010_16072021_02_43_27600_27903_Sample_231_27600_25.0.mp4,151
Person_4,anger,MYS_G000010_16072021_02_87_34004_34020_Sample_338_33900_25.0.mp4,7
Person_4,anger,MYS_G000010_30042021_01_367_163380_163410_Sample_2719_163380_25.0.mp4,9
Person_4,anger,MYS_G000010_30042021_01_368_163412_163452_Sample_2719_163380_25.0.mp4,16
Person_41,anger,MYS_G000106_17072021_01_27_15312_15421_Sample_215_15240_25.0.mp4,54
Person_46,anger,MYS_G000011_05022021_05_102_311_346_Sample_237.mp4,15
Person_46,anger,MYS_G000011_15022021_03_100_946_1102_Sample_333.mp4,95
Person_46,anger,MYS_G000011_15022021_03_88_3_16_Sample_31.mp4,4
Person_5,anger,MYS_G000010_02042021_01_102_42097_42177_Sample_481_41820_25.0.mp4,40
Person_5,anger,MYS_G000010_05032021_02_52_38467_38676_Sample_256_38460_25.0.mp4,104
Person_5,anger,MYS_G000010_06082021_01_13_23694_23800_Sample_352_23640_25.0.mp4,79
Person_5,anger,MYS_G000010_06082021_01_34_47332_47361_Sample_645_47040_25.0.mp4,16
Person_5,anger,MYS_G000010_09042021_03_100_22501_22536_Sample_326_22500_25.0.mp4,8
Person_5,anger,MYS_G000010_09072021_01_19_98624_98668_Sample_1334_96840_25.0.mp4,17
Person_5,anger,MYS_G000010_16072021_01_111_35716_36117_Sample_402_35520_25.0.mp4,200
Person_5,anger,MYS_G000010_23072021_05_16_12180_12357_Sample_162_12180_25.0.mp4,88
Person_5,anger,MYS_G000010_23072021_05_81_6660_6778_Sample_93_6660_25.0.mp4,59
Person_5,anger,MYS_G000011_05022021_05_137_210_263_Sample_47.mp4,13
Person_7,anger,MYS_G000010_09042021_03_26_9811_9843_Sample_146_9660_25.0.mp4,10
Person_7,anger,MYS_G000010_20082021_02_1_685_928_Sample_0_0_25.0.mp4,137
Person_7,anger,MYS_G000010_23042021_02_130_900_1045_Sample_9_360_25.0.mp4,72
Person_7,anger,MYS_G000010_27082021_01_124_27663_28110_Sample_283_27540_25.0.mp4,223
Person_7,anger,MYS_G000010_30042021_01_315_151029_151168_Sample_2499_151020_25.0.mp4,44
Person_70,anger,MYS_G000120_01052021_111_34009_34237_Sample_224_33780_25.0.mp4,73
Person_70,anger,MYS_G000120_01052021_121_36419_36572_Sample_239_36360_25.0.mp4,51
Person_70,anger,MYS_G000120_01052021_32_4158_4283_Sample_34_4140_25.0.mp4,37
Person_70,anger,MYS_G000120_01052021_46_25351_25518_Sample_167_25260_25.0.mp4,85
Person_70,anger,MYS_G000120_01052021_76_74300_74351_Sample_496_74100_25.0.mp4,32
Person_70,anger,MYS_G000120_11072021_11_130806_131082_Sample_1035_130680_25.0.mp4,60
Person_70,anger,MYS_G000120_15052021_11_20240_20411_Sample_138_20100_25.0.mp4,61
Person_70,anger,MYS_G000120_24072021_43_50725_50989_Sample_441_50640_25.0.mp4,19
Person_70,anger,MYS_G000120_24072021_58_22021_22089_Sample_192_21900_25.0.mp4,21
Person_74,anger,MYS_G000096_04122021_01_49_14438_14471_Sample_88_14280_25.0.mp4,7
Person_74,anger,MYS_G000096_11122021_01_69_80670_80703_Sample_440_80640_25.0.mp4,11
Person_74,anger,MYS_G000096_11122021_01_71_80739_80766_Sample_440_80640_25.0.mp4,11
Person_76,anger,MYS_G000096_11122021_01_53_2997_3060_Sample_28_1920_25.0.mp4,34
Person_83,anger,MYS_G000120_24042021_71_79021_79053_Sample_391_77520_25.0.mp4,9
Person_83,anger,MYS_G000120_24072021_42_19062_19095_Sample_166_19020_25.0.mp4,16
Person_9,anger,MYS_G000122_24072021_02_67_53963_54117_Sample_430_53640_25.0.mp4,25
Person_1,disgust,MYS_G000010_09042021_03_41_11407_11448_Sample_179_11340_25.0.mp4,17
Person_1,disgust,MYS_G000010_09042021_03_68_15149_15180_Sample_234_15060_25.0.mp4,12
Person_1,disgust,MYS_G000010_20082021_02_30_25261_25319_Sample_181_25200_25.0.mp4,29
Person_1,disgust,MYS_G000010_21052021_01_171_7924_7995_Sample_92_7920_25.0.mp4,35
Person_12,disgust,MYS_G000010_02042021_02_209_52143_52177_Sample_667_52140_25.0.mp4,16
Person_12,disgust,MYS_G000010_02042021_03_6_9818_9832_Sample_107_9780_25.0.mp4,8
Person_12,disgust,MYS_G000010_02042021_04_53_19511_19529_Sample_268_18720_25.0.mp4,9
Person_12,disgust,MYS_G000010_09042021_01_114_33166_33180_Sample_385_32640_25.0.mp4,9
Person_12,disgust,MYS_G000010_09042021_01_128_34996_35045_Sample_418_34980_25.0.mp4,17
Person_12,disgust,MYS_G000010_09042021_01_169_44428_44481_Sample_535_43260_25.0.mp4,26
Person_12,disgust,MYS_G000010_09042021_01_82_20282_20340_Sample_263_19980_25.0.mp4,32
Person_13,disgust,MYS_G000010_09072021_01_10_87495_87531_Sample_1189_87180_25.0.mp4,21
Person_13,disgust,MYS_G000010_13082021_03_72_23573_23638_Sample_361_23520_25.0.mp4,22
Person_14,disgust,MYS_G000010_06082021_01_15_9840_9890_Sample_121_8160_25.0.mp4,11
Person_14,disgust,MYS_G000010_06082021_01_24_19667_19731_Sample_271_17760_25.0.mp4,39
Person_14,disgust,MYS_G000010_06082021_01_64_6613_6641_Sample_88_6060_25.0.mp4,11
Person_14,disgust,MYS_G000010_09072021_01_3_76050_76083_Sample_1005_76020_25.0.mp4,4
Person_14,disgust,MYS_G000010_09072021_01_56_113891_114068_Sample_1426_113220_25.0.mp4,61
Person_14,disgust,MYS_G000010_16072021_01_153_43863_43962_Sample_497_42900_25.0.mp4,71
Person_14,disgust,MYS_G000115_09052021_47_55753_55819_Sample_186_55320_25.0.mp4,44
Person_14,disgust,MYS_G000115_18072021_26_16467_16487_Sample_163_15600_25.0.mp4,9
Person_14,disgust,MYS_G000115_18072021_28_17397_17517_Sample_163_15600_25.0.mp4,24
Person_14,disgust,MYS_G000120_11072021_167_55935_56042_Sample_374_55800_25.0.mp4,53
Person_14,disgust,MYS_G000120_24042021_231_172389_172507_Sample_741_170100_25.0.mp4,39
Person_19,disgust,MYS_G000010_07052021_01_3_6933_7016_Sample_105_6840_25.0.mp4,14
Person_19,disgust,MYS_G000010_21052021_02_196_6804_6874_Sample_78_5520_25.0.mp4,36
Person_19,disgust,MYS_G000010_21052021_02_200_54756_54789_Sample_799_54720_25.0.mp4,13
Person_19,disgust,MYS_G000010_21052021_02_202_54981_55049_Sample_799_54720_25.0.mp4,22
Person_19,disgust,MYS_G000010_21052021_02_32_71429_71479_Sample_1069_71280_25.0.mp4,17
Person_2,disgust,MYS_G000010_02042021_02_45_18141_18188_Sample_222_17760_25.0.mp4,17
Person_2,disgust,MYS_G000010_02042021_02_53_3171_3288_Sample_23_2880_25.0.mp4,32
Person_2,disgust,MYS_G000010_09042021_04_130_41043_41090_Sample_457_40980_25.0.mp4,4
Person_2,disgust,MYS_G000010_12032021_01_41_4285_4320_Sample_20_4140_25.0.mp4,14
Person_2,disgust,MYS_G000011_05022021_03_1_43584_43617_Sample_551_43500_25.0.mp4,5
Person_2,disgust,MYS_G000011_05022021_04_1_9805_9839_Sample_101_9720_25.0.mp4,13
Person_2,disgust,MYS_G000011_05022021_05_130_1033_1083_Sample_34.mp4,35
Person_2,disgust,MYS_G000011_05022021_05_21_1082_1112_Sample_127.mp4,5
Person_2,disgust,MYS_G000011_05022021_05_43_80_141_Sample_155.mp4,21
Person_2,disgust,MYS_G000011_05022021_05_50_139_188_Sample_163.mp4,17
Person_2,disgust,MYS_G000011_28012021_02_11_224_294_Sample_120.mp4,25
Person_2,disgust,MYS_G000011_28012021_04_47_46_70_Sample_97.mp4,10
Person_20,disgust,MYS_G000010_30042021_01_8_61953_61985_Sample_1010_61800_25.0.mp4,12
Person_216,disgust,MYS_G000109_08052020_01_117_78295_78326_Sample_298_78120_25.0.mp4,10
Person_216,disgust,MYS_G000109_08052020_01_132_85470_85489_Sample_335_85200_25.0.mp4,7
Person_216,disgust,MYS_G000109_08052020_01_133_85737_85775_Sample_336_85680_25.0.mp4,10
Person_216,disgust,MYS_G000109_08052020_01_138_86511_86533_Sample_340_86400_25.0.mp4,11
Person_216,disgust,MYS_G000109_08052020_01_139_86898_86934_Sample_340_86400_25.0.mp4,24
Person_216,disgust,MYS_G000109_08052020_01_142_87185_87219_Sample_345_87000_25.0.mp4,13
Person_216,disgust,MYS_G000109_08052020_01_43_42982_43018_Sample_153_42900_25.0.mp4,15
Person_224,disgust,MYS_G000109_08052020_01_27_40642_40722_Sample_137_40020_25.0.mp4,36
Person_224,disgust,MYS_G000109_08052020_01_48_45164_45192_Sample_157_43560_25.0.mp4,11
Person_3,disgust,MYS_G000010_02042021_02_119_27181_27245_Sample_350_27180_25.0.mp4,40
Person_3,disgust,MYS_G000010_02042021_02_94_24478_24529_Sample_306_24420_25.0.mp4,7
Person_3,disgust,MYS_G000011_15022021_02_10_705_764_Sample_146.mp4,7
Person_35,disgust,MYS_G000115_02052021_138_74202_74224_Sample_344_72840_25.0.mp4,7
Person_35,disgust,MYS_G000115_02052021_40_37515_37558_Sample_168_37500_25.0.mp4,14
Person_35,disgust,MYS_G000115_02052021_59_12420_12454_Sample_65_12420_25.0.mp4,14
Person_35,disgust,MYS_G000115_09052021_55_59100_59191_Sample_202_59100_25.0.mp4,42
Person_35,disgust,MYS_G000115_09052021_72_69616_69664_Sample_250_69600_25.0.mp4,18
Person_35,disgust,MYS_G000115_11042021_71_700_730_Sample_4_60_25.0.mp4,15
Person_35,disgust,MYS_G000115_16052021_40_51516_51566_Sample_309_51480_25.0.mp4,25
Person_35,disgust,MYS_G000115_18042021_81_673_734_Sample_4_60_25.0.mp4,44
Person_4,disgust,MYS_G000010_02042021_02_2_8657_8707_Sample_102_8580_25.0.mp4,34
Person_4,disgust,MYS_G000010_02042021_02_6_8831_8870_Sample_106_8820_25.0.mp4,13
Person_4,disgust,MYS_G000010_23072021_03_4_4619_4656_Sample_15_4440_25.0.mp4,23
Person_4,disgust,MYS_G000010_23072021_03_5_4661_4730_Sample_15_4440_25.0.mp4,27
Person_46,disgust,MYS_G000011_05022021_03_14_45481_45543_Sample_577_45480_25.0.mp4,16
Person_46,disgust,MYS_G000011_05022021_04_43_4479_4538_Sample_38_4380_25.0.mp4,12
Person_46,disgust,MYS_G000011_05022021_05_55_32_80_Sample_165.mp4,13
Person_46,disgust,MYS_G000011_15022021_02_74_411_480_Sample_337.mp4,64
Person_46,disgust,MYS_G000011_15022021_03_23_722_735_Sample_411.mp4,8
Person_46,disgust,MYS_G000011_15022021_04_18_303_364_Sample_14.mp4,11
Person_46,disgust,MYS_G000011_22012021_02_16_19063_19080_Sample_164_18960_25.0.mp4,13
Person_46,disgust,MYS_G000011_22012021_02_33_21935_21985_Sample_204_21840_25.0.mp4,18
Person_46,disgust,MYS_G000011_28012021_04_37_109_121_Sample_8.mp4,7
Person_5,disgust,MYS_G000010_06082021_01_29_46261_46296_Sample_626_46260_25.0.mp4,7
Person_5,disgust,MYS_G000010_12032021_01_16_27392_27428_Sample_154_27060_25.0.mp4,16
Person_5,disgust,MYS_G000010_20082021_01_85_15923_16230_Sample_286_15840_25.0.mp4,73
Person_5,disgust,MYS_G000010_23042021_03_144_4812_4848_Sample_91_4800_25.0.mp4,18
Person_6,disgust,MYS_G000010_09072021_01_211_24917_24948_Sample_336_24840_25.0.mp4,15
Person_6,disgust,MYS_G000010_16072021_01_29_19860_19945_Sample_215_19860_25.0.mp4,21
Person_7,disgust,MYS_G000010_02042021_01_2_9210_9278_Sample_103_8940_25.0.mp4,17
Person_7,disgust,MYS_G000010_09042021_03_137_27978_28096_Sample_408_27660_25.0.mp4,49
Person_7,disgust,MYS_G000010_16072021_01_152_43065_43114_Sample_496_42840_25.0.mp4,16
Person_7,disgust,MYS_G000010_20082021_02_74_43784_43839_Sample_317_43740_25.0.mp4,20
Person_7,disgust,MYS_G000010_21052021_02_102_27758_27795_Sample_382_27720_25.0.mp4,13
Person_7,disgust,MYS_G000010_23042021_03_93_43362_43393_Sample_668_43320_25.0.mp4,11
Person_70,disgust,MYS_G000120_01052021_113_34368_34679_Sample_224_33780_25.0.mp4,61
Person_70,disgust,MYS_G000120_01052021_156_133261_133295_Sample_857_133260_25.0.mp4,20
Person_70,disgust,MYS_G000120_03072021_257_77334_77370_Sample_426_75960_25.0.mp4,15
Person_70,disgust,MYS_G000120_03072021_258_77419_77613_Sample_426_75960_25.0.mp4,14
Person_70,disgust,MYS_G000120_03072021_99_56550_56671_Sample_252_56220_25.0.mp4,90
Person_70,disgust,MYS_G000120_11072021_140_44940_45062_Sample_301_44940_25.0.mp4,6
Person_70,disgust,MYS_G000120_11072021_146_46782_46824_Sample_317_46740_25.0.mp4,16
Person_70,disgust,MYS_G000120_11072021_250_104356_104445_Sample_800_104340_25.0.mp4,13
Person_70,disgust,MYS_G000120_11072021_99_2171_2217_Sample_17_2160_25.0.mp4,13
Person_70,disgust,MYS_G000120_24072021_34_49320_49350_Sample_426_49320_25.0.mp4,11
Person_70,disgust,MYS_G000120_24072021_68_6508_6540_Sample_56_6360_25.0.mp4,20
Person_71,disgust,MYS_G000013_25052021_01_22_13489_13504_Sample_71_13320_25.0.mp4,7
Person_74,disgust,MYS_G000096_11122021_01_78_81914_81939_Sample_447_81780_25.0.mp4,11
Person_76,disgust,MYS_G000096_04122021_01_13_24724_24900_Sample_169_24660_25.0.mp4,143
Person_83,disgust,MYS_G000120_03072021_211_71317_71360_Sample_379_71100_25.0.mp4,17
Person_83,disgust,MYS_G000120_24072021_55_21603_21636_Sample_188_21300_25.0.mp4,12
Person_86,disgust,MYS_G000115_18042021_66_91892_91948_Sample_289_91380_25.0.mp4,13
Person_9,disgust,MYS_G000122_24072021_02_61_52615_52705_Sample_413_52260_25.0.mp4,36
Person_1,fear,MYS_G000010_16072021_01_223_51302_51362_Sample_630_51300_25.0.mp4,16
Person_1,fear,MYS_G000011_05022021_04_52_50068_50107_Sample_565_50040_25.0.mp4,32
Person_12,fear,MYS_G000010_02042021_03_103_50188_50220_Sample_697_50100_25.0.mp4,15
Person_13,fear,MYS_G000010_06082021_01_52_49801_49843_Sample_688_49800_25.0.mp4,1
Person_13,fear,MYS_G000010_23072021_05_58_30446_30612_Sample_368_30420_25.0.mp4,34
Person_14,fear,MYS_G000010_09072021_01_22_95057_95091_Sample_1195_87480_25.0.mp4,13
Person_14,fear,MYS_G000010_27082021_01_236_77962_77998_Sample_778_74880_25.0.mp4,11
Person_2,fear,MYS_G000011_05022021_05_153_118_182_Sample_83.mp4,22
Person_2,fear,MYS_G000011_05022021_05_155_3_43_Sample_84.mp4,26
Person_224,fear,MYS_G000109_08052020_01_46_43583_43644_Sample_157_43560_25.0.mp4,25
Person_224,fear,MYS_G000109_08052020_01_96_69374_69433_Sample_244_66480_25.0.mp4,19
Person_41,fear,MYS_G000106_10072021_02_26_35340_35363_Sample_230_35340_25.0.mp4,7
Person_7,fear,MYS_G000010_20082021_01_136_26318_26401_Sample_422_25200_25.0.mp4,53
Person_7,fear,MYS_G000010_20082021_01_181_46400_46445_Sample_558_45660_25.0.mp4,14
Person_7,fear,MYS_G000010_20082021_03_14_4424_4467_Sample_35_4320_25.0.mp4,16
Person_7,fear,MYS_G000010_23042021_01_25_9660_9757_Sample_150_9660_25.0.mp4,33
Person_70,fear,MYS_G000120_01052021_15_24134_24214_Sample_157_24120_25.0.mp4,21
Person_74,fear,MYS_G000096_11122021_01_77_81820_81881_Sample_447_81780_25.0.mp4,12
Person_76,fear,MYS_G000096_11122021_01_52_2819_2991_Sample_28_1920_25.0.mp4,31
Person_1,happy,MYS_G000010_02042021_01_100_41554_41653_Sample_477_41460_25.0.mp4,45
Person_1,happy,MYS_G000010_02042021_01_120_45191_45280_Sample_517_44700_25.0.mp4,35
Person_1,happy,MYS_G000010_02042021_01_143_47668_47827_Sample_553_47520_25.0.mp4,20
Person_1,happy,MYS_G000010_02042021_01_176_4260_4365_Sample_64_4260_25.0.mp4,39
Person_1,happy,MYS_G000010_02042021_01_17_1439_1524_Sample_13_1320_25.0.mp4,26
Person_1,happy,MYS_G000010_02042021_01_191_787_874_Sample_6_780_25.0.mp4,28
Person_1,happy,MYS_G000010_02042021_01_196_5625_5726_Sample_78_5580_25.0.mp4,18
Person_1,happy,MYS_G000010_02042021_01_4_1080_1149_Sample_10_1080_25.0.mp4,30
Person_1,happy,MYS_G000010_02042021_01_60_26730_26790_Sample_294_26520_25.0.mp4,29
Person_1,happy,MYS_G000010_02042021_01_64_27360_27399_Sample_305_27360_25.0.mp4,19
Person_1,happy,MYS_G000010_02042021_02_248_567_717_Sample_9_420_25.0.mp4,57
Person_1,happy,MYS_G000010_02042021_02_249_8100_8400_Sample_90_8100_25.0.mp4,150
Person_1,happy,MYS_G000010_02042021_02_33_16547_16641_Sample_204_16320_25.0.mp4,33
Person_1,happy,MYS_G000010_02042021_02_34_16641_16740_Sample_204_16320_25.0.mp4,20
Person_1,happy,MYS_G000010_02042021_02_35_17099_17233_Sample_208_16860_25.0.mp4,56
Person_1,happy,MYS_G000010_02042021_02_70_21224_21294_Sample_261_21060_25.0.mp4,43
Person_1,happy,MYS_G000010_02042021_02_72_21389_21631_Sample_261_21060_25.0.mp4,53
Person_1,happy,MYS_G000010_02042021_02_78_22029_22075_Sample_273_21780_25.0.mp4,22
Person_1,happy,MYS_G000010_02042021_03_24_13702_13755_Sample_154_13680_25.0.mp4,32
Person_1,happy,MYS_G000010_02042021_03_27_14100_14185_Sample_166_14100_25.0.mp4,20
Person_1,happy,MYS_G000010_02042021_03_67_28868_28958_Sample_381_28680_25.0.mp4,62
Person_1,happy,MYS_G000010_02042021_04_108_51729_51809_Sample_643_51120_25.0.mp4,16
Person_1,happy,MYS_G000010_02042021_04_130_54992_55040_Sample_692_54480_25.0.mp4,20
Person_1,happy,MYS_G000010_02042021_04_132_4549_4597_Sample_70_4380_25.0.mp4,7
Person_1,happy,MYS_G000010_02042021_04_3_7121_7268_Sample_106_6900_25.0.mp4,86
Person_1,happy,MYS_G000010_02042021_04_70_40751_40800_Sample_514_40620_25.0.mp4,25
Person_1,happy,MYS_G000010_02042021_04_75_42432_42476_Sample_524_41340_25.0.mp4,15
Person_1,happy,MYS_G000010_02042021_04_82_42915_43039_Sample_544_42780_25.0.mp4,19
Person_1,happy,MYS_G000010_05032021_01_102_10179_10309_Sample_75_9960_25.0.mp4,76
Person_1,happy,MYS_G000010_05032021_01_104_10674_10709_Sample_80_10560_25.0.mp4,12
Person_1,happy,MYS_G000010_05032021_01_107_1157_1313_Sample_8_1080_25.0.mp4,14
Person_1,happy,MYS_G000010_05032021_01_14_2436_2559_Sample_12_2280_25.0.mp4,48
Person_1,happy,MYS_G000010_05032021_01_15_21125_21259_Sample_150_21060_25.0.mp4,15
Person_1,happy,MYS_G000010_05032021_01_37_31524_31605_Sample_224_31500_25.0.mp4,61
Person_1,happy,MYS_G000010_05032021_01_44_33010_33221_Sample_238_32760_25.0.mp4,18
Person_1,happy,MYS_G000010_05032021_01_46_33508_33600_Sample_240_33480_25.0.mp4,41
Person_1,happy,MYS_G000010_05032021_01_56_39530_39612_Sample_280_39420_25.0.mp4,11
Person_1,happy,MYS_G000010_05032021_01_63_4864_4993_Sample_30_4380_25.0.mp4,33
Person_1,happy,MYS_G000010_05032021_01_71_46485_46519_Sample_328_46440_25.0.mp4,20
Person_1,happy,MYS_G000010_05032021_01_81_6632_6737_Sample_42_5880_25.0.mp4,11
Person_1,happy,MYS_G000010_05032021_01_87_7414_7502_Sample_49_6960_25.0.mp4,21
Person_1,happy,MYS_G000010_05032021_01_91_8149_8364_Sample_54_7980_25.0.mp4,59
Person_1,happy,MYS_G000010_05032021_02_126_17802_17933_Sample_77_17220_25.0.mp4,23
Person_1,happy,MYS_G000010_05032021_02_130_19020_19044_Sample_89_19020_25.0.mp4,12
Person_1,happy,MYS_G000010_05032021_02_131_2278_2317_Sample_8_2220_25.0.mp4,13
Person_1,happy,MYS_G000010_05032021_02_33_33111_33202_Sample_219_33000_25.0.mp4,27
Person_1,happy,MYS_G000010_05032021_02_39_36243_36461_Sample_239_36180_25.0.mp4,133
Person_1,happy,MYS_G000010_05032021_02_3_20977_21064_Sample_114_20940_25.0.mp4,34
Person_1,happy,MYS_G000010_05032021_02_66_42620_42746_Sample_288_42300_25.0.mp4,37
Person_1,happy,MYS_G000010_05032021_02_70_43758_43975_Sample_299_43260_25.0.mp4,54
Person_1,happy,MYS_G000010_05032021_02_78_44722_44791_Sample_311_44220_25.0.mp4,27
Person_1,happy,MYS_G000010_05032021_02_90_47672_47724_Sample_345_47520_25.0.mp4,9
