clip_folder,subject,emotion,emotion_id
./casme_processed/sub154/i_1511_1524,154,anger,3
./casme_processed/sub179/i_1030_1077,179,anger,3
./casme_processed/sub147/i_2526_2541,147,anger,3
./casme_processed/sub210/m_111_126,210,anger,3
./casme_processed/sub160/i_442_534,160,anger,3
./casme_processed/sub187/k_881_904,187,anger,3
./casme_processed/sub146/m_1246_1267,146,anger,3
./casme_processed/sub148/i_3281_3303,148,anger,3
./casme_processed/sub145/i_302_338,145,anger,3
./casme_processed/sub195/i_294_365,195,anger,3
./casme_processed/sub216/i_2955_2988,216,anger,3
./casme_processed/sub189/i_2811_2903,189,anger,3
./casme_processed/sub215/j_160_170,215,anger,3
./casme_processed/sub142/m_1114_1137,142,anger,3
./casme_processed/sub147/m_2772_2846,147,anger,3
./casme_processed/sub217/i_3157_3180,217,anger,3
./casme_processed/sub1/m_168_215,1,anger,3
./casme_processed/sub12/m_26_45,12,anger,3
./casme_processed/sub215/m_2187_2215,215,anger,3
./casme_processed/sub14/i_2142_2162,14,anger,3
./casme_processed/sub216/m_589_598,216,anger,3
./casme_processed/sub77/i_343_359,77,anger,3
./casme_processed/sub160/m_2075_2086,160,anger,3
./casme_processed/sub160/m_1798_1875,160,anger,3
./casme_processed/sub217/m_429_443,217,anger,3
./casme_processed/sub180/i_222_238,180,anger,3
./casme_processed/sub13/m_1630_1640,13,anger,3
./casme_processed/sub175/m_80_2167,175,anger,3
./casme_processed/sub189/m_415_427,189,anger,3
./casme_processed/sub13/i_2953_2969,13,anger,3
./casme_processed/sub212/i_77_139,212,anger,3
./casme_processed/sub143/h_3031_3070,143,anger,3
./casme_processed/sub39/i_4188_4231,39,anger,3
./casme_processed/sub184/i_2782_2791,184,anger,3
./casme_processed/sub216/a_226_257,216,disgust,1
./casme_processed/sub151/a_301_579,151,disgust,1
./casme_processed/sub185/b_839_1026,185,disgust,1
./casme_processed/sub152/e_2104_2130,152,disgust,1
./casme_processed/sub210/a_438_467,210,disgust,1
./casme_processed/sub152/c_2441_2490,152,disgust,1
./casme_processed/sub41/a_533_551,41,disgust,1
./casme_processed/sub187/c_411_422,187,disgust,1
./casme_processed/sub152/e_444_480,152,disgust,1
./casme_processed/sub203/a_970_982,203,disgust,1
./casme_processed/sub1/k_86_116,1,disgust,1
./casme_processed/sub172/f_346_364,172,disgust,1
./casme_processed/sub198/j_1652_1678,198,disgust,1
./casme_processed/sub152/c_1561_1596,152,disgust,1
./casme_processed/sub172/d_358_511,172,disgust,1
./casme_processed/sub42/b_582_592,42,disgust,1
./casme_processed/sub215/k_2215_2228,215,disgust,1
./casme_processed/sub155/a_245_257,155,disgust,1
./casme_processed/sub202/b_79_90,202,disgust,1
./casme_processed/sub147/j_446_457,147,disgust,1
./casme_processed/sub41/a_465_479,41,disgust,1
./casme_processed/sub198/j_481_494,198,disgust,1
./casme_processed/sub187/c_1596_1762,187,disgust,1
./casme_processed/sub171/k_1926_1936,171,disgust,1
./casme_processed/sub169/c_420_442,169,disgust,1
./casme_processed/sub1/a_596_615,1,disgust,1
./casme_processed/sub184/k_312_356,184,disgust,1
./casme_processed/sub186/b_309_321,186,disgust,1
./casme_processed/sub11/a_318_372,11,disgust,1
./casme_processed/sub186/a_511_533,186,disgust,1
./casme_processed/sub159/a_53_63,159,disgust,1
./casme_processed/sub3/e_1924_2018,3,disgust,1
./casme_processed/sub187/a_197_208,187,disgust,1
./casme_processed/sub177/b_1037_1056,177,disgust,1
./casme_processed/sub77/a_394_404,77,disgust,1
./casme_processed/sub215/k_120_134,215,disgust,1
./casme_processed/sub179/a_895_912,179,disgust,1
./casme_processed/sub150/j_396_410,150,disgust,1
./casme_processed/sub195/a_979_998,195,disgust,1
./casme_processed/sub177/a_754_933,177,disgust,1
./casme_processed/sub163/a_546_559,163,disgust,1
./casme_processed/sub186/b_41_73,186,disgust,1
./casme_processed/sub2/a_272_334,2,disgust,1
./casme_processed/sub169/k_175_206,169,disgust,1
./casme_processed/sub172/d_232_259,172,disgust,1
./casme_processed/sub152/c_407_463,152,disgust,1
./casme_processed/sub160/j_302_312,160,disgust,1
./casme_processed/sub181/k_37_83,181,disgust,1
./casme_processed/sub169/k_18_63,169,disgust,1
./casme_processed/sub142/a_820_856,142,disgust,1
./casme_processed/sub204/a_128_144,204,disgust,1
./casme_processed/sub4/b_269_286,4,disgust,1
./casme_processed/sub169/d_2788_2797,169,disgust,1
./casme_processed/sub10/k_1149_1303,10,disgust,1
./casme_processed/sub7/a_249_313,7,disgust,1
./casme_processed/sub165/c_550_847,165,disgust,1
./casme_processed/sub155/a_706_730,155,disgust,1
./casme_processed/sub207/a_212_224,207,disgust,1
./casme_processed/sub161/j_547_575,161,disgust,1
./casme_processed/sub163/a_255_321,163,disgust,1
./casme_processed/sub179/m_460_475,179,disgust,1
./casme_processed/sub197/j_28_43,197,disgust,1
./casme_processed/sub152/c_1808_1849,152,disgust,1
./casme_processed/sub77/b_526_580,77,disgust,1
./casme_processed/sub150/a_85_96,150,disgust,1
./casme_processed/sub215/k_2644_2677,215,disgust,1
./casme_processed/sub185/a_97_151,185,disgust,1
./casme_processed/sub8/b_147_162,8,disgust,1
./casme_processed/sub169/e_863_874,169,disgust,1
./casme_processed/sub194/a_265_277,194,disgust,1
./casme_processed/sub152/c_2875_2952,152,disgust,1
./casme_processed/sub209/b_649_688,209,disgust,1
./casme_processed/sub169/k_416_429,169,disgust,1
./casme_processed/sub165/c_1385_1654,165,disgust,1
./casme_processed/sub149/b_901_954,149,disgust,1
./casme_processed/sub169/d_4192_4202,169,disgust,1
./casme_processed/sub148/c_927_946,148,disgust,1
./casme_processed/sub168/j_147_172,168,disgust,1
./casme_processed/sub187/c_2059_2170,187,disgust,1
./casme_processed/sub152/e_1021_1047,152,disgust,1
./casme_processed/sub215/a_250_315,215,disgust,1
./casme_processed/sub144/a_238_419,144,disgust,1
./casme_processed/sub152/e_1458_1486,152,disgust,1
./casme_processed/sub152/k_172_275,152,disgust,1
./casme_processed/sub1/a_268_289,1,disgust,1
./casme_processed/sub11/a_418_445,11,disgust,1
./casme_processed/sub175/j_404_429,175,disgust,1
./casme_processed/sub11/k_556_572,11,disgust,1
./casme_processed/sub186/b_200_214,186,disgust,1
./casme_processed/sub166/a_254_293,166,disgust,1
./casme_processed/sub182/c_16_39,182,disgust,1
./casme_processed/sub165/c_2993_3073,165,disgust,1
./casme_processed/sub163/e_484_511,163,disgust,1
./casme_processed/sub171/a_316_325,171,disgust,1
./casme_processed/sub11/k_1531_1551,11,disgust,1
./casme_processed/sub169/a_349_360,169,disgust,1
./casme_processed/sub215/a_432_474,215,disgust,1
./casme_processed/sub11/f_1291_1307,11,disgust,1
./casme_processed/sub207/a_28_56,207,disgust,1
./casme_processed/sub146/a_135_163,146,disgust,1
./casme_processed/sub160/f_1754_1781,160,fear,4
./casme_processed/sub181/d_3200_3222,181,fear,4
./casme_processed/sub13/e_794_829,13,fear,4
./casme_processed/sub179/d_1675_1865,179,fear,4
./casme_processed/sub200/f_1224_1273,200,fear,4
./casme_processed/sub217/d_440_449,217,fear,4
./casme_processed/sub165/f_22_1169,165,fear,4
./casme_processed/sub40/f_1372_1385,40,fear,4
./casme_processed/sub200/d_683_698,200,fear,4
./casme_processed/sub194/f_443_462,194,fear,4
./casme_processed/sub216/e_285_303,216,fear,4
./casme_processed/sub147/e_293_307,147,fear,4
./casme_processed/sub203/f_915_954,203,fear,4
./casme_processed/sub142/f_5_18,142,fear,4
./casme_processed/sub210/e_1822_1835,210,fear,4
./casme_processed/sub189/e_333_346,189,fear,4
./casme_processed/sub197/d_1191_1200,197,fear,4
./casme_processed/sub194/e_2190_2201,194,fear,4
./casme_processed/sub3/d_458_481,3,fear,4
./casme_processed/sub213/d_173_189,213,fear,4
./casme_processed/sub142/f_2013_2024,142,fear,4
./casme_processed/sub150/d_3335_3347,150,fear,4
./casme_processed/sub152/d_3353_3391,152,fear,4
./casme_processed/sub161/f_2027_2040,161,fear,4
./casme_processed/sub200/f_74_148,200,fear,4
./casme_processed/sub13/d_133_164,13,fear,4
./casme_processed/sub161/d_4561_4578,161,fear,4
./casme_processed/sub162/d_3365_3397,162,fear,4
./casme_processed/sub201/e_2011_2025,201,fear,4
./casme_processed/sub203/d_3504_3521,203,fear,4
./casme_processed/sub12/c_491_552,12,fear,4
./casme_processed/sub162/c_3194_3208,162,fear,4
./casme_processed/sub144/d_1863_1897,144,fear,4
./casme_processed/sub200/e_2464_2509,200,fear,4
./casme_processed/sub170/d_4379_4394,170,fear,4
./casme_processed/sub147/d_3054_3085,147,fear,4
./casme_processed/sub184/e_871_881,184,fear,4
./casme_processed/sub213/c_966_1000,213,fear,4
./casme_processed/sub200/e_3058_3081,200,fear,4
./casme_processed/sub147/c_13_39,147,fear,4
./casme_processed/sub175/d_3756_3817,175,fear,4
./casme_processed/sub211/c_1664_1680,211,fear,4
./casme_processed/sub212/f_85_101,212,fear,4
./casme_processed/sub7/d_579_590,7,fear,4
./casme_processed/sub184/e_414_425,184,fear,4
./casme_processed/sub152/f_358_406,152,fear,4
./casme_processed/sub163/d_3281_3340,163,fear,4
./casme_processed/sub152/f_461_475,152,fear,4
./casme_processed/sub210/e_2900_2913,210,fear,4
./casme_processed/sub162/c_303_374,162,fear,4
./casme_processed/sub194/e_671_685,194,fear,4
./casme_processed/sub14/d_273_388,14,fear,4
./casme_processed/sub175/c_48_88,175,fear,4
./casme_processed/sub155/e_415_431,155,fear,4
./casme_processed/sub184/d_4394_4421,184,fear,4
./casme_processed/sub181/c_1509_1537,181,fear,4
./casme_processed/sub170/e_1323_1338,170,fear,4
./casme_processed/sub194/d_1865_1878,194,fear,4
./casme_processed/sub147/e_1082_1114,147,fear,4
./casme_processed/sub153/c_5_41,153,fear,4
./casme_processed/sub142/f_1007_1065,142,fear,4
./casme_processed/sub179/f_1389_1407,179,fear,4
./casme_processed/sub171/c_1228_1244,171,fear,4
./casme_processed/sub160/f_2006_2035,160,fear,4
./casme_processed/sub210/e_2145_2162,210,fear,4
./casme_processed/sub154/d_3959_3971,154,fear,4
./casme_processed/sub187/d_3320_3358,187,fear,4
./casme_processed/sub150/d_995_1006,150,fear,4
./casme_processed/sub40/f_1340_1350,40,fear,4
./casme_processed/sub171/d_1006_1040,171,fear,4
./casme_processed/sub8/d_7_20,8,fear,4
./casme_processed/sub162/c_2239_2252,162,fear,4
./casme_processed/sub147/e_2512_2523,147,fear,4
./casme_processed/sub4/d_27_542,4,fear,4
./casme_processed/sub2/d_1878_1916,2,fear,4
./casme_processed/sub152/f_582_725,152,fear,4
./casme_processed/sub142/d_843_854,142,fear,4
./casme_processed/sub200/f_779_802,200,fear,4
./casme_processed/sub152/d_881_953,152,fear,4
./casme_processed/sub216/d_2389_2408,216,fear,4
./casme_processed/sub160/d_4528_4619,160,fear,4
./casme_processed/sub41/d_4685_4725,41,fear,4
./casme_processed/sub179/d_1289_1355,179,fear,4
./casme_processed/sub2/f_1048_1076,2,fear,4
./casme_processed/sub176/f_432_473,176,fear,4
./casme_processed/sub216/e_2805_2828,216,fear,4
./casme_processed/sub42/c_2743_2762,42,fear,4
./casme_processed/sub207/e_1491_1505,207,fear,4
./casme_processed/sub216/d_2825_2848,216,fear,4
./casme_processed/sub143/c_2654_2797,143,fear,4
./casme_processed/sub215/c_1110_1133,215,fear,4
./casme_processed/sub186/e_407_560,186,fear,4
./casme_processed/sub152/f_8_22,152,fear,4
./casme_processed/sub210/e_2645_2672,210,fear,4
./casme_processed/sub40/c_219_248,40,fear,4
./casme_processed/sub146/d_2631_3437,146,fear,4
./casme_processed/sub165/d_1201_1424,165,fear,4
./casme_processed/sub3/c_1635_1645,3,fear,4
./casme_processed/sub7/c_85_94,7,fear,4
./casme_processed/sub2/d_2160_2175,2,fear,4
./casme_processed/sub148/k_219_743,148,happiness,0
./casme_processed/sub184/j_724_734,184,happiness,0
./casme_processed/sub195/a_279_444,195,happiness,0
./casme_processed/sub142/j_560_572,142,happiness,0
./casme_processed/sub144/k_289_942,144,happiness,0
./casme_processed/sub15/j_1009_1027,15,happiness,0
./casme_processed/sub165/j_844_921,165,happiness,0
./casme_processed/sub210/k_634_661,210,happiness,0
./casme_processed/sub190/j_820_865,190,happiness,0
./casme_processed/sub2/g_1441_1465,2,happiness,0
./casme_processed/sub40/j_299_309,40,happiness,0
./casme_processed/sub15/j_569_581,15,happiness,0
./casme_processed/sub202/j_508_524,202,happiness,0
./casme_processed/sub42/j_242_259,42,happiness,0
./casme_processed/sub171/j_95_885,171,happiness,0
./casme_processed/sub178/k_2333_2352,178,happiness,0
./casme_processed/sub177/k_1460_1574,177,happiness,0
./casme_processed/sub186/k_2469_2497,186,happiness,0
./casme_processed/sub12/j_344_356,12,happiness,0
./casme_processed/sub180/k_8_62,180,happiness,0
./casme_processed/sub146/k_238_1082,146,happiness,0
./casme_processed/sub7/k_1478_1586,7,happiness,0
./casme_processed/sub202/j_611_659,202,happiness,0
./casme_processed/sub186/k_4_68,186,happiness,0
./casme_processed/sub201/j_1782_1796,201,happiness,0
./casme_processed/sub208/a_367_416,208,happiness,0
./casme_processed/sub151/j_454_560,151,happiness,0
./casme_processed/sub182/k_1721_1780,182,happiness,0
./casme_processed/sub177/j_1105_1133,177,happiness,0
./casme_processed/sub13/j_118_144,13,happiness,0
./casme_processed/sub163/j_770_790,163,happiness,0
./casme_processed/sub152/j_614_970,152,happiness,0
./casme_processed/sub1/j_355_364,1,happiness,0
./casme_processed/sub160/k_2303_2318,160,happiness,0
./casme_processed/sub192/j_1749_1769,192,happiness,0
./casme_processed/sub2/g_1054_1084,2,happiness,0
./casme_processed/sub147/k_1042_1056,147,happiness,0
./casme_processed/sub208/k_160_398,208,happiness,0
./casme_processed/sub15/k_607_627,15,happiness,0
./casme_processed/sub210/c_1501_1513,210,happiness,0
./casme_processed/sub204/k_852_872,204,happiness,0
./casme_processed/sub4/k_320_354,4,happiness,0
./casme_processed/sub165/k_2579_2728,165,happiness,0
./casme_processed/sub157/k_1260_1273,157,happiness,0
./casme_processed/sub153/j_923_938,153,happiness,0
./casme_processed/sub208/j_1123_1175,208,happiness,0
./casme_processed/sub14/j_1245_1313,14,happiness,0
./casme_processed/sub40/j_923_945,40,happiness,0
./casme_processed/sub177/j_1170_1186,177,happiness,0
./casme_processed/sub160/k_71_89,160,happiness,0
./casme_processed/sub168/j_1943_1955,168,happiness,0
./casme_processed/sub13/k_504_560,13,happiness,0
./casme_processed/sub157/k_337_391,157,happiness,0
./casme_processed/sub145/j_568_596,145,happiness,0
./casme_processed/sub5/j_665_677,5,happiness,0
./casme_processed/sub40/k_995_1004,40,happiness,0
./casme_processed/sub149/j_551_567,149,happiness,0
./casme_processed/sub149/j_54_79,149,happiness,0
./casme_processed/sub143/k_719_751,143,happiness,0
./casme_processed/sub2/j_408_453,2,happiness,0
./casme_processed/sub147/k_13_31,147,happiness,0
./casme_processed/sub175/j_930_1007,175,happiness,0
./casme_processed/sub142/j_1941_1951,142,happiness,0
./casme_processed/sub170/j_201_221,170,happiness,0
./casme_processed/sub210/k_959_1014,210,happiness,0
./casme_processed/sub179/k_1140_1155,179,happiness,0
./casme_processed/sub7/k_1951_1968,7,happiness,0
./casme_processed/sub155/j_397_412,155,happiness,0
./casme_processed/sub142/j_273_288,142,happiness,0
./casme_processed/sub200/k_98_168,200,happiness,0
./casme_processed/sub186/j_1559_1745,186,happiness,0
./casme_processed/sub211/k_319_333,211,happiness,0
./casme_processed/sub149/k_1020_1054,149,happiness,0
./casme_processed/sub178/j_763_772,178,happiness,0
./casme_processed/sub165/k_7_72,165,happiness,0
./casme_processed/sub10/j_501_545,10,happiness,0
./casme_processed/sub145/j_169_189,145,happiness,0
./casme_processed/sub152/j_1376_1389,152,happiness,0
./casme_processed/sub41/k_1609_1682,41,happiness,0
./casme_processed/sub213/j_61_79,213,happiness,0
./casme_processed/sub40/k_927_939,40,happiness,0
./casme_processed/sub39/j_931_951,39,happiness,0
./casme_processed/sub210/k_2185_2221,210,happiness,0
./casme_processed/sub10/j_1376_1473,10,happiness,0
./casme_processed/sub13/j_564_577,13,happiness,0
./casme_processed/sub163/j_387_403,163,happiness,0
./casme_processed/sub158/g_1970_2001,158,happiness,0
./casme_processed/sub5/j_73_87,5,happiness,0
./casme_processed/sub148/d_502_513,148,happiness,0
./casme_processed/sub202/j_18_48,202,happiness,0
./casme_processed/sub182/k_223_270,182,happiness,0
./casme_processed/sub42/j_1200_1212,42,happiness,0
./casme_processed/sub152/j_366_406,152,happiness,0
./casme_processed/sub188/j_11_20,188,happiness,0
./casme_processed/sub156/j_17_34,156,happiness,0
./casme_processed/sub7/b_422_470,7,happiness,0
./casme_processed/sub185/j_753_840,185,happiness,0
./casme_processed/sub178/j_819_831,178,happiness,0
./casme_processed/sub190/k_1975_2027,190,happiness,0
./casme_processed/sub41/k_184_305,41,happiness,0
./casme_processed/sub40/e_1703_1713,40,others,6
./casme_processed/sub178/k_1533_1543,178,others,6
./casme_processed/sub166/e_101_112,166,others,6
./casme_processed/sub40/e_2692_2721,40,others,6
./casme_processed/sub176/e_1301_1319,176,others,6
./casme_processed/sub149/g_368_381,149,others,6
./casme_processed/sub189/j_221_248,189,others,6
./casme_processed/sub179/d_98_195,179,others,6
./casme_processed/sub40/e_128_145,40,others,6
./casme_processed/sub40/e_1749_1771,40,others,6
./casme_processed/sub40/e_2081_2103,40,others,6
./casme_processed/sub176/i_2741_2771,176,others,6
./casme_processed/sub177/g_1504_1555,177,others,6
./casme_processed/sub150/e_7_21,150,others,6
./casme_processed/sub77/f_1549_1561,77,others,6
./casme_processed/sub189/j_108_118,189,others,6
./casme_processed/sub149/f_464_539,149,others,6
./casme_processed/sub161/a_965_986,161,others,6
./casme_processed/sub5/e_84_93,5,others,6
./casme_processed/sub40/e_1850_1891,40,others,6
./casme_processed/sub167/e_2023_2041,167,others,6
./casme_processed/sub40/e_2639_2651,40,others,6
./casme_processed/sub176/l_1085_1133,176,others,6
./casme_processed/sub148/f_999_1030,148,others,6
./casme_processed/sub77/f_1370_1379,77,others,6
./casme_processed/sub158/f_49_60,158,others,6
./casme_processed/sub77/h_792_810,77,others,6
./casme_processed/sub195/j_1285_1300,195,others,6
./casme_processed/sub149/i_971_985,149,others,6
./casme_processed/sub149/k_2145_2249,149,others,6
./casme_processed/sub149/f_133_154,149,others,6
./casme_processed/sub40/e_1920_1958,40,others,6
./casme_processed/sub207/j_52_63,207,others,6
./casme_processed/sub189/k_47_59,189,others,6
./casme_processed/sub176/h_2040_2079,176,others,6
./casme_processed/sub176/g_157_209,176,others,6
./casme_processed/sub189/j_292_303,189,others,6
./casme_processed/sub77/h_2532_2542,77,others,6
./casme_processed/sub176/l_3687_3714,176,others,6
./casme_processed/sub11/f_397_406,11,others,6
./casme_processed/sub176/i_1212_1269,176,others,6
./casme_processed/sub161/e_235_250,161,others,6
./casme_processed/sub171/f_1404_1417,171,others,6
./casme_processed/sub158/d_2757_2775,158,others,6
./casme_processed/sub189/k_397_420,189,others,6
./casme_processed/sub40/g_375_438,40,others,6
./casme_processed/sub40/e_1985_1998,40,others,6
./casme_processed/sub176/l_3351_3367,176,others,6
./casme_processed/sub176/g_1469_1536,176,others,6
./casme_processed/sub149/i_479_490,149,others,6
./casme_processed/sub189/k_1052_1065,189,others,6
./casme_processed/sub171/e_2572_2586,171,others,6
./casme_processed/sub156/l_3859_3868,156,others,6
./casme_processed/sub40/e_1420_1461,40,others,6
./casme_processed/sub187/f_702_724,187,others,6
./casme_processed/sub202/j_1593_1606,202,others,6
./casme_processed/sub176/g_2525_2546,176,others,6
./casme_processed/sub166/d_711_812,166,others,6
./casme_processed/sub189/j_326_350,189,others,6
./casme_processed/sub183/e_44_73,183,others,6
./casme_processed/sub149/e_330_390,149,others,6
./casme_processed/sub166/i_2200_2218,166,others,6
./casme_processed/sub189/j_1062_1113,189,others,6
./casme_processed/sub158/d_3918_3928,158,others,6
./casme_processed/sub189/j_658_690,189,others,6
./casme_processed/sub176/l_1375_1401,176,others,6
./casme_processed/sub179/d_247_330,179,others,6
./casme_processed/sub77/h_1588_1627,77,others,6
./casme_processed/sub176/h_577_627,176,others,6
./casme_processed/sub149/e_1042_1088,149,others,6
./casme_processed/sub189/j_1952_1974,189,others,6
./casme_processed/sub189/j_424_539,189,others,6
./casme_processed/sub176/g_656_695,176,others,6
./casme_processed/sub167/e_1784_1807,167,others,6
./casme_processed/sub167/e_139_226,167,others,6
./casme_processed/sub195/k_1150_1160,195,others,6
./casme_processed/sub149/e_1798_1810,149,others,6
./casme_processed/sub176/e_2512_2541,176,others,6
./casme_processed/sub180/f_7_26,180,others,6
./casme_processed/sub189/j_41_52,189,others,6
./casme_processed/sub40/e_2458_2493,40,others,6
./casme_processed/sub40/f_365_405,40,others,6
./casme_processed/sub149/e_2880_2934,149,others,6
./casme_processed/sub149/h_244_288,149,others,6
./casme_processed/sub77/f_1963_1975,77,others,6
./casme_processed/sub145/g_125_147,145,others,6
./casme_processed/sub149/k_155_164,149,others,6
./casme_processed/sub171/d_70_127,171,others,6
./casme_processed/sub182/l_47_115,182,others,6
./casme_processed/sub40/e_2169_2181,40,others,6
./casme_processed/sub149/e_1500_1533,149,others,6
./casme_processed/sub189/k_891_902,189,others,6
./casme_processed/sub40/g_294_325,40,others,6
./casme_processed/sub6/e_6_16,6,others,6
./casme_processed/sub176/h_7_18,176,others,6
./casme_processed/sub176/h_1671_1694,176,others,6
./casme_processed/sub195/k_1911_1922,195,others,6
./casme_processed/sub176/g_2365_2384,176,others,6
./casme_processed/sub6/e_201_215,6,others,6
./casme_processed/sub176/l_118_135,176,others,6
./casme_processed/sub213/l_3635_3672,213,sadness,5
./casme_processed/sub13/h_2339_2404,13,sadness,5
./casme_processed/sub165/l_3537_3562,165,sadness,5
./casme_processed/sub189/h_1643_1658,189,sadness,5
./casme_processed/sub216/h_756_783,216,sadness,5
./casme_processed/sub203/h_1605_1620,203,sadness,5
./casme_processed/sub14/h_1906_1916,14,sadness,5
./casme_processed/sub172/g_1254_1525,172,sadness,5
./casme_processed/sub8/l_1752_1767,8,sadness,5
./casme_processed/sub198/l_8_70,198,sadness,5
./casme_processed/sub186/g_1818_1836,186,sadness,5
./casme_processed/sub171/l_759_819,171,sadness,5
./casme_processed/sub149/h_3305_3336,149,sadness,5
./casme_processed/sub42/l_1158_1171,42,sadness,5
./casme_processed/sub142/h_3006_3035,142,sadness,5
./casme_processed/sub143/g_390_404,143,sadness,5
./casme_processed/sub142/l_1983_1993,142,sadness,5
./casme_processed/sub181/g_32_46,181,sadness,5
./casme_processed/sub151/g_2655_2718,151,sadness,5
./casme_processed/sub177/l_661_684,177,sadness,5
./casme_processed/sub215/g_1216_1231,215,sadness,5
./casme_processed/sub182/g_2500_2539,182,sadness,5
./casme_processed/sub189/l_3060_3073,189,sadness,5
./casme_processed/sub142/h_199_223,142,sadness,5
./casme_processed/sub142/e_2559_2569,142,sadness,5
./casme_processed/sub157/l_1048_1170,157,sadness,5
./casme_processed/sub144/e_1366_1447,144,sadness,5
./casme_processed/sub195/l_2870_2887,195,sadness,5
./casme_processed/sub180/l_3734_3770,180,sadness,5
./casme_processed/sub8/h_1283_1293,8,sadness,5
./casme_processed/sub171/e_964_989,171,sadness,5
./casme_processed/sub162/h_1044_1067,162,sadness,5
./casme_processed/sub192/h_669_685,192,sadness,5
./casme_processed/sub210/l_2696_2706,210,sadness,5
./casme_processed/sub8/h_1973_1990,8,sadness,5
./casme_processed/sub189/g_16_31,189,sadness,5
./casme_processed/sub213/l_1215_1295,213,sadness,5
./casme_processed/sub207/l_3048_3067,207,sadness,5
./casme_processed/sub17/l_2360_2402,17,sadness,5
./casme_processed/sub11/h_1078_1091,11,sadness,5
./casme_processed/sub144/l_3299_3317,144,sadness,5
./casme_processed/sub184/h_1536_1548,184,sadness,5
./casme_processed/sub209/h_1596_1613,209,sadness,5
./casme_processed/sub149/g_2052_2062,149,sadness,5
./casme_processed/sub181/h_1827_1851,181,sadness,5
./casme_processed/sub171/e_1469_1479,171,sadness,5
./casme_processed/sub152/h_2204_2226,152,sadness,5
./casme_processed/sub2/l_2719_2744,2,sadness,5
./casme_processed/sub198/h_1977_3421,198,sadness,5
./casme_processed/sub189/g_1868_1883,189,sadness,5
./casme_processed/sub160/e_1182_1204,160,sadness,5
./casme_processed/sub171/h_3120_3184,171,sadness,5
./casme_processed/sub172/g_2093_2112,172,sadness,5
